Elementary flow subcategory;Elementary flow name;Elementary flow category;Elementary flow UUID;Per elementary flow unit
low population density, long-term;Sodium hypochlorite;Emission to air;2bb2d63d-ad12-442f-af58-009b08ce2df4;kg
unspecified air;Ethene, tetrachloro-;Emission to air;9bc66656-9f37-44bc-ae0b-5d5243b8137e;kg
high population density;2,4/2,6-toluenediisocyanate (mixture);Emission to air;23539d1c-23b7-49a4-94e8-dccee0aeb892;kg
low population density;Calcium cyanamide;Emission to air;9e9b8259-8214-409e-98bc-a4073b186fb9;kg
unspecified air;Dimethyl malonate;Emission to air;f5ce0b83-d178-4f50-b1cb-844091b7f0bc;kg
high population density;Krypton-85;Emission to air;aa50ed3e-1b1d-46ac-b882-c0a69a764735;kBq
high population density;toluene-2,4-diisocyante;Emission to air;2919ec52-d0b6-496f-a009-bd783e90d4ff;kg
low population density;Heat, waste;Emission to air;07f704a2-2746-4364-bcfd-606cefc30715;MJ
lower stratosphere + upper troposphere;Sethoxydim;Emission to air;f8f207cc-6ca5-4f60-82f2-9739a21f41dd;kg
unspecified air;cis-2-Hexene;Emission to air;77cb2fb7-d73b-42f0-9d7b-633422069ede;kg
unspecified air;Mercury;Emission to air;71234253-b3a7-4dfe-b166-a484ad15bee7;kg
lower stratosphere + upper troposphere;Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123;Emission to air;2fff3bda-1eec-4166-9969-bc9e757c8e8e;kg
unspecified air;Nickel;Emission to air;a5506f4b-113f-4713-95c3-c819dde6e48b;kg
high population density;Methomyl;Emission to air;58316cc1-0e95-425b-93ba-32f8fe719e5b;kg
unspecified air;Cypermethrin;Emission to air;8be21110-40d7-49c2-9c41-a8e8ccac1e3a;kg
low population density, long-term;4-NITROPHENOL;Emission to air;642eadf4-05e1-4a17-93bf-7a59ce316542;kg
unspecified air;benzidine;Emission to air;1d5396ff-9717-4280-872a-87bfe5982759;kg
low population density;Titanium;Emission to air;4a156a66-eb3e-4f87-90a2-ccd13bf942ff;kg
low population density;2-Nitrophenol;Emission to air;8246da7c-47be-40e1-a0e0-68e91448a785;kg
high population density;Ethene, trichloro-;Emission to air;0e7c1a7b-cd98-4f8d-a619-a687d3e2cb48;kg
low population density;Tris(2,3-dibromopropyl) phosphate;Emission to air;745e2b37-b8bd-4495-ad66-1c3dfe21d356;kg
unspecified air;Ether, 1,1,2,3,3,3-Hexafluoropropyl methyl-, HFE-356pcf3;Emission to air;37ce9461-a6c0-460a-8e3d-121158cfc8b7;kg
high population density;NICOTINE;Emission to air;b8b3f8a5-354c-48e0-87bc-b5967d752f82;kg
low population density;Propane;Emission to air;9beb60a3-3a8c-4345-9a0e-107eec2f709f;kg
lower stratosphere + upper troposphere;Krypton-85;Emission to air;3616e7c0-d323-4dc7-96aa-e06ac7fd808b;kBq
unspecified air;Biphenyl;Emission to air;7ae371a7-8532-11e0-9d78-0800200c9a66;kg
lower stratosphere + upper troposphere;Helium;Emission to air;f7882aae-499b-42ab-8fa0-b4e20b609cc0;kg
low population density, long-term;MSMA;Emission to air;82629aab-5407-48ad-8812-a59a8930f463;kg
high population density;Tribufos;Emission to air;6adf5768-c8df-4180-9682-04c8d5839cda;kg
high population density;Fluorochloridone;Emission to air;d40ec66b-2621-4532-9f7c-5ce28a6a1a3e;kg
high population density;Triforine;Emission to air;2febd747-ac41-4245-bb3c-01a90e9f20ae;kg
low population density;Dodine;Emission to air;40350363-2297-41db-adae-3a914f213b7b;kg
low population density, long-term;Prosulfocarb;Emission to air;42c868f1-86fd-4841-a6eb-05d670a9043f;kg
unspecified air;2-Chloro-1,1,1-trifluoroethane;Emission to air;901675a2-07d0-4982-961b-4cbefdc12121;kg
unspecified air;Fluoride;Emission to air;63e7d747-8549-11e0-9d78-0800200c9a66;kg
low population density, long-term;Hydrazine, methyl;Emission to air;34b90418-3a73-4858-aee7-da1eac98de57;kg
lower stratosphere + upper troposphere;Manganese-54;Emission to air;fdd3a558-5d4d-4ca0-b0a5-950051dc92da;kBq
low population density, long-term;Tri-allate;Emission to air;133b38fd-4034-4495-bba8-0d2bd7394dcc;kg
low population density;Lindane;Emission to air;d846be85-c7b0-4631-bc05-c58bed7e028f;kg
unspecified air;TRIFLUMIZOLE;Emission to air;625ec48a-8558-4757-b9f6-60839df16e45;kg
unspecified air;VOC, volatile organic compounds, unspecified origin;Emission to air;a028e2af-de2b-4e29-9d6b-a56d6a50f10f;kg
unspecified air;Clay, bentonite, in ground;Emission to air;1c73bdf1-faec-4cac-bab2-01f11d219cf2;kg
unspecified air;Heavy metals, unspecified;Emission to air;40692881-9f32-42c6-a235-7d6dfc373dba;kg
unspecified air;Sulphur trioxide;Emission to air;3268d8df-59cc-4740-a89f-dee8355ad7c3;kg
unspecified air;4-Vinylcyclohexene;Emission to air;8682bdb1-c1c5-4b4c-a3ab-1826842f1f90;kg
low population density, long-term;Phthalate, dimethyl-;Emission to air;8f395440-6600-41c9-b517-9c33d5fccd16;kg
low population density, long-term;Propylene glycol methyl ether;Emission to air;68b7967f-d613-4a97-ab5a-ba9496d2900d;kg
high population density;Paclobutrazol;Emission to air;9aa86a6a-886f-4b32-915c-fd7bff9e0a0f;kg
high population density;dimethyl formamide;Emission to air;8918a463-70c1-4886-8821-f7d6c4b13ebd;kg
unspecified air;2-Ethyl-1-Hexanol;Emission to air;8d43209f-fa52-4122-92e2-99f8148e950b;kg
lower stratosphere + upper troposphere;P-PHENYLENEDIAMINE;Emission to air;49c44698-9236-4fd0-80e6-0057d32ba813;kg
unspecified air;o-Dichlorobenzene;Emission to air;074ce2a1-ff20-470e-8f8c-508b611ec619;kg
unspecified air;MCPB;Emission to air;4ac0cd26-e1e6-4129-a196-b8ab320ea551;kg
high population density;Terbufos;Emission to air;9c930c10-ebfc-4b44-a1da-0114dcbee58e;kg
low population density;Nonane;Emission to air;c798efdf-58b8-4868-9c90-a452248dce85;kg
high population density;Thiram;Emission to air;c0676b5e-9d4a-4141-898e-71230a7edb01;kg
low population density;Tribufos;Emission to air;2008179e-a6ce-4dab-9376-4c0812fb0181;kg
high population density;Cyclohexanone;Emission to air;193e6e89-72db-40e1-9a8e-19017ea0e5b4;kg
low population density;PAH, polycyclic aromatic hydrocarbons;Emission to air;13d898ac-b9be-4723-a153-565e2a9144ac;kg
high population density;D-limonene;Emission to air;8baf6e46-980a-4cb0-a22b-fa946bfefdab;kg
low population density, long-term;Benzene, 1,2,4-trimethyl-;Emission to air;56cfc774-379e-4c9e-a020-22208f28a11c;kg
high population density;Propionic acid;Emission to air;f1c0cd31-8d5e-4bc9-91f6-79e76329234e;kg
low population density;Ethane, 1,1,2-trichloro-;Emission to air;b4d5edf7-0584-4e43-8ee7-f78511443b0d;kg
low population density;Asulam;Emission to air;f3d9858e-b952-4eb3-8858-c4033377a3ae;kg
low population density;1-Chloropropene;Emission to air;ac25d7f2-dc3c-47f4-8a46-3266aae6e500;kg
unspecified air;Barium;Emission to air;7e246e3a-5cff-43fc-a8e6-02d191424559;kg
low population density, long-term;Propane, 1,2-dichloro-;Emission to air;085f15cc-80cf-4793-a81e-24085f5ce47e;kg
unspecified air;Ethane, 1,1,1-trifluoro-2,2-chlorobromo-, Halon 2311;Emission to air;e3ffd8bb-5b1e-458e-b8eb-1a15850fb3b1;kg
unspecified air;Ether, 1,1,2,2-Tetrafluoroethyl methyl-, HFE-254cb2;Emission to air;1aadf4e4-f749-4b0e-83e0-6d99ab05d498;kg
low population density;Dichlorvos;Emission to air;59d23dde-166c-41fc-9da9-1def80ca0b4f;kg
unspecified air;Water, OECD & BRIC;Emission to air;ceb1df7f-22f0-3018-bd16-7766be2c7e2e;kg
unspecified air;Fenoxaprop ethyl ester;Emission to air;1b94ba04-525b-4cd0-9f79-89870fda4542;kg
unspecified air;2,4-dimethylpentane;Emission to air;fe0acd60-3ddc-11dd-a719-0050c2490048;kg
unspecified air;Ethane, 1,2-dibromo-;Emission to air;8aa9184d-fa90-4048-a84e-4d8e7a34aca1;kg
unspecified air;Aerosols, radioactive, unspecified;Emission to air;cec0687d-7d44-4e80-ae2f-428c2664d66d;kBq
low population density, long-term;Thioacetamide;Emission to air;560538ed-e6c0-4660-a085-154104e2d98a;kg
low population density, long-term;Crotonaldehyde;Emission to air;c5bd0845-2650-4cf5-9049-510a3d65ebda;kg
unspecified air;Dichlobenil;Emission to air;86d65487-1cb2-4b09-a422-81465ff64776;kg
lower stratosphere + upper troposphere;4-nitroaniline;Emission to air;ee62b4ef-778b-49f9-a21d-4710dcfcbaae;kg
low population density;Triazophos;Emission to air;85dd3ef4-41e2-4d77-a20f-552608350d01;kg
unspecified air;1-Naphthaleneacetic acid;Emission to air;58751bee-d664-4ac1-9b75-8fb69876ad8e;kg
unspecified air;Dimethylcarbamyl chloride;Emission to air;e761d3e6-7061-4ffe-85df-6e02e954d00d;kg
lower stratosphere + upper troposphere;3-Methyl-1-butanol;Emission to air;f792a1df-81cb-4c95-8c4a-e0626701e619;kg
high population density;ACETONE CYANOHYDRIN;Emission to air;dfea1d98-0877-42a8-b47e-43e332ad62f4;kg
unspecified air;Ammonium glyphosate;Emission to air;75a8386d-ba58-4d91-ac9a-de89dabae852;kg
unspecified air;Butane, 1,2-epoxy-;Emission to air;85262164-cdf6-436d-8290-4261c9abfacc;kg
low population density;2-Hexanone;Emission to air;e96f2f43-b816-4a9d-87b3-119778369a45;kg
low population density;Hymexazol;Emission to air;854a6fad-fd84-4b9b-877d-6b4919f07fec;kg
unspecified air;Cyromazine;Emission to air;7b7ca7d9-ded9-41ef-94d0-f40fc1becddc;kg
low population density;Formic acid;Emission to air;e7f7fd97-a1c8-4be9-8a21-68ef06437d20;kg
high population density;Sodium dichromate;Emission to air;7a63162b-4ffe-447f-ba52-782d5548b774;kg
unspecified air;Tributyltin methacrylate;Emission to air;057dd040-07bf-4f81-a076-0bbd82c61167;kg
low population density;Ethyl acetate;Emission to air;5933e933-9eaf-4f97-ae63-5eb1eea95e53;kg
low population density;Ethyne;Emission to air;e64254e3-07d3-4330-b6de-6a858f108124;kg
low population density;Hexane;Emission to air;41067ac7-bf36-47ef-a19f-683d9b758a28;kg
unspecified air;Triphenyltin fluoride;Emission to air;5f9d1e95-4e51-4496-9d0d-c4fc0ef98cc0;kg
low population density, long-term;Acetochlor;Emission to air;7f26c5a4-a087-4cc6-9c95-49fec972c41b;kg
high population density;1-Pentene;Emission to air;8cbaa905-41b0-4327-8403-bf1c8eb25429;kg
high population density;Phenol;Emission to air;d761d96f-d236-4131-89c8-ad3269d02a6b;kg
high population density;Teflubenzuron;Emission to air;28eef8a8-a569-4bdf-9134-719ed49f2418;kg
lower stratosphere + upper troposphere;Maneb;Emission to air;edd927f2-f7d4-4569-bbd5-f5adee2dca7c;kg
unspecified air;Acetonitrile;Emission to air;ff45a199-18e0-4777-886b-e2d0422d2f82;kg
low population density, long-term;Isoproturon;Emission to air;aae31bf0-e707-4264-82f6-e8371305d5fd;kg
unspecified air;Propane, 1,1,1,2,3,3-hexafluoro-, HFC-236ea;Emission to air;b0216519-c660-4d09-ac4c-caebee0dcbd8;kg
high population density;Methyl methacrylate;Emission to air;616930f6-43a7-440d-93d9-6156e3fe7433;kg
unspecified air;2,4/2,6-toluenediisocyanate (mixture);Emission to air;3ffd879d-e72d-44ef-bd40-f1f3ad2f91a8;kg
low population density, long-term;NITROGLYCERIN;Emission to air;39385a8c-6e4f-4841-a672-c2dad2642892;kg
lower stratosphere + upper troposphere;1-Pentene;Emission to air;87eed31b-5a6b-43ae-9a02-778a8c6e4ff8;kg
unspecified air;3-Methyl-1-butanol;Emission to air;1eefb686-03de-4dc8-933a-e3b7459438da;kg
lower stratosphere + upper troposphere;maleic acid;Emission to air;5a928a54-e220-4224-9a93-b405bbdff4ce;kg
high population density;Benzoyl chloride;Emission to air;85544587-c336-458e-8a24-3245d6049eaf;kg
low population density, long-term;Methane, dichlorofluoro-, HCFC-21;Emission to air;34de4196-871a-4db8-a182-589ab780a935;kg
unspecified air;phosgene;Emission to air;9880bfdb-b05d-4a5f-a107-a4afeeb0061b;kg
lower stratosphere + upper troposphere;Benzaldehyde;Emission to air;4c08620f-1001-43b2-a42c-e02163ac41a3;kg
lower stratosphere + upper troposphere;Thifensulfuron-methyl;Emission to air;5ec7fc43-155d-4007-81fa-fb3c57a336d1;kg
lower stratosphere + upper troposphere;Metazachlor;Emission to air;52888913-3210-4927-8c70-5b2dfbe39ab1;kg
low population density, long-term;MALEIC ANHYDRIDE;Emission to air;5a4c42d7-9e4f-48e6-85a9-424e5f4c614d;kg
unspecified air;Iron pentacarbonyl;Emission to air;d321c70a-db10-4e56-8bff-ba5f98ced3d3;kg
unspecified air;Bromine;Emission to air;c24f5894-f95e-4661-ba76-130397348894;kg
unspecified air;Propanol;Emission to air;ff5d0fa9-6ca8-4e61-b99b-14981620c0d7;kg
high population density;Sodium chlorate;Emission to air;21b46c65-491e-40a9-ac74-5877af997d7c;kg
low population density;Sodium dichromate;Emission to air;f714e13b-86ef-4cd2-8248-2495f1a2d2e4;kg
unspecified air;Benzo(b)fluoranthene;Emission to air;35357464-0d86-4bbd-940f-7d0dd8e5df57;kg
low population density;Kresoxim-methyl;Emission to air;b6672e04-2481-4df5-a2a6-70d05346f59e;kg
low population density;Dimethachlor;Emission to air;cb1f3926-4f1e-46a4-9bb6-bb4a30919901;kg
unspecified air;2-Methylbutan-1-ol;Emission to air;f711f691-e83e-4f32-b3b9-c90cfec27a02;kg
unspecified air;MERPHOS;Emission to air;af501dcf-c7f9-4676-a88d-8605ba440e4c;kg
high population density;Methane, dibromodifluoro-, Halon 1202;Emission to air;d10103a6-e3e5-4661-b29a-2ffb94249d2e;kg
lower stratosphere + upper troposphere;Propane, 3,3-dichloro-1,1,1,2,2-pentafluoro-, HCFC-225ca;Emission to air;b6a1b084-bc56-46ec-8558-3af153416542;kg
lower stratosphere + upper troposphere;2-Aminopropanol;Emission to air;c43cede7-18e7-49a4-aaf1-574975584a1b;kg
lower stratosphere + upper troposphere;Mercury;Emission to air;48aa661d-be05-4c24-94fe-8d6feb3dcb31;kg
lower stratosphere + upper troposphere;Methyl ethyl ketone;Emission to air;903e0cf9-6ef2-42a1-b3a8-364dfe6d04d3;kg
lower stratosphere + upper troposphere;Thorium-234;Emission to air;80d316d2-631d-4642-8100-28aa63ec7a79;kBq
lower stratosphere + upper troposphere;Dinoseb;Emission to air;bfd50975-95ff-46c5-a31f-27c916dacd89;kg
unspecified air;Xenon-131m;Emission to air;e6183e67-e45e-4d8d-a9ec-85ba8d7d1600;kBq
unspecified air;Vinclozolin;Emission to air;18c1dfd3-0e26-4e6d-a176-6719bd844f48;kg
lower stratosphere + upper troposphere;Anthracene;Emission to air;a8f5d7b3-07e1-45a9-a93e-736f0fa5a5a5;kg
lower stratosphere + upper troposphere;C.I. disperse yellow 3;Emission to air;4e685817-944e-4da8-87c1-d0848ff6d8b0;kg
lower stratosphere + upper troposphere;Ethane, 1,1,2,2-tetrafluoro-, HFC-134;Emission to air;84fc60ab-11a0-401b-aec2-1c367eebdeb2;kg
low population density, long-term;Methane, difluoro-, HFC-32;Emission to air;33a791a2-a1e7-446b-b25a-b3be6159bae4;kg
low population density;HFE-338mcf2;Emission to air;cfac2398-c9f6-496c-9875-85c599becf6c;kg
high population density;P-PHENYLENEDIAMINE;Emission to air;327cd181-98ce-486c-9472-a20903f6106a;kg
unspecified air;1,1,2,2-Tetrachloroethane;Emission to air;df56b189-6a5d-4d91-a378-4e5ba1e53dff;kg
low population density, long-term;Decane;Emission to air;12aeeb5b-15e4-49b9-aa5e-572d607e9a6e;kg
unspecified air;Tin oxide;Emission to air;c701f32d-24aa-4929-a52e-fb45e8d1a143;kg
high population density;Methane, dichlorofluoro-, HCFC-21;Emission to air;3c8af80d-7ff8-43f4-b1a7-cef73b1b4682;kg
low population density;Ammonium, ion;Emission to air;e1d913d8-214c-4957-b3e5-36ccc50f3724;kg
high population density;Thorium;Emission to air;cb16ed3f-19b5-45c6-b504-b2be562d0002;kg
high population density;Methyl-Isopropylketone;Emission to air;6d869186-8c6e-43e8-88d6-6bb921c72b5c;kg
unspecified air;Acetamiprid;Emission to air;becb1232-aeff-4333-aa2a-38b11f93457e;kg
high population density;HYDROQUINONE;Emission to air;a5790029-9381-48f0-adf2-e4253d521273;kg
unspecified air;Tributyl phosphate;Emission to air;a7a275e1-a41e-414b-baaa-e7b9f30f140a;kg
lower stratosphere + upper troposphere;BENZOIC TRICHLORIDE (BENZOTRICHLORIDE);Emission to air;bc00f1d6-9122-4ecd-b76c-f767a93374b7;kg
low population density;Cyproconazole;Emission to air;a2c0e499-f2bf-4e37-85d9-ef2660f14268;kg
low population density;VOC, volatile organic compounds, unspecified origin;Emission to air;b31216a0-7868-4dd4-b178-9ab1cbfcfeb5;kg
low population density;Dichlorprop;Emission to air;834ffc71-e8a1-4b2d-b960-8a924c708954;kg
high population density;Dihydrosafrole;Emission to air;5d1d8bca-7663-47e5-aa99-23c0e1b33b23;kg
low population density, long-term;Imazethapyr;Emission to air;174daddc-4ba6-4c79-a33e-39357da850de;kg
unspecified air;Orbencarb;Emission to air;0800711a-4b9c-4700-98b0-9fc95fef1e27;kg
low population density, long-term;Cumene;Emission to air;3b6e56fc-e148-44f1-b489-8c2ff91ebe81;kg
low population density;NITROGLYCERIN;Emission to air;fe07d0e6-c389-415a-a7e9-6e574c0f2e75;kg
low population density;aluminium-fosfide;Emission to air;6dbcef38-b12c-4287-8f06-491f635c91c1;kg
high population density;Boron;Emission to air;3e419ebc-c0f1-4f85-a544-cf3460a680b6;kg
low population density;2,4,6-trinitrotoluene;Emission to air;f6fd1869-c54a-44ef-bb83-73c2a93b8bd7;kg
low population density;Glutaraldehyde;Emission to air;54b5e231-a7cf-47c8-bbbe-99a996f811ae;kg
unspecified air;Radon-222;Emission to air;cb3265f8-49a0-4b09-9bd9-c374370c4cc4;kBq
high population density;Benzo(a)anthracene;Emission to air;5e8c1862-c7ee-44a1-ab25-715418325df3;kg
unspecified air;DSMA;Emission to air;5195662e-af15-4c08-94f9-df7376d790e9;kg
unspecified air;Iodide;Emission to air;54dbf022-5e2c-46bf-a698-459267e8d38c;kg
low population density;Tetramethrin;Emission to air;dcdd5cfd-7683-4a78-a225-8b50bd65e059;kg
unspecified air;Dust, unspecified;Emission to air;c22b0e5b-731c-47fb-8003-effcec85f5e9;kg
high population density;Toluenes, Diamino-, unspecified;Emission to air;c7292cf6-3b61-427c-823b-0b56d190138f;kg
lower stratosphere + upper troposphere;Xenon-133;Emission to air;85b391ed-7db5-4f95-ba22-1305940ccd3d;kBq
lower stratosphere + upper troposphere;Lanthanum-140;Emission to air;e744dc0a-de91-43db-b95e-76d72ba16678;kBq
lower stratosphere + upper troposphere;Sodium tetrahydroborate;Emission to air;f1a587cf-0335-4410-b7d3-ea90497a07a6;kg
low population density;t-Butylamine;Emission to air;62641c03-c0b7-4e16-ba51-41d4b731c291;kg
lower stratosphere + upper troposphere;Sodium formate;Emission to air;ed1e2680-f3f7-4f86-bbd3-78819f6c2f1c;kg
unspecified air;N-Nitrosopiperidine;Emission to air;f9244361-2b87-4bcf-9ed9-1dd87521b657;kg
unspecified air;Terbuthylazin;Emission to air;8c99c723-70ba-4a4a-90b9-03052b2d2ee8;kg
unspecified air;Water, HR;Emission to air;6f520895-d257-3a69-ac4d-2ea3adb6645c;kg
unspecified air;Amitrole;Emission to air;93fd2afd-bb4f-4bb1-b2a0-0f7f8663764f;kg
low population density, long-term;Carboxin;Emission to air;18ec0644-7aeb-4a16-af46-7c703d65a539;kg
lower stratosphere + upper troposphere;Propene;Emission to air;b45082cf-2816-46b9-816c-c4036d727804;kg
unspecified air;Nitrogen, atmospheric;Emission to air;6135dc91-afd3-458a-a95f-f0448e93eef9;kg
high population density;Ethoprop;Emission to air;387cdd9e-0f8d-4db1-8c7d-4a280b491d4e;kg
high population density;Thioacetamide;Emission to air;aef1fed9-a37e-4718-87e3-87f769537407;kg
unspecified air;Carbon oxide sulfide (COS);Emission to air;3bb9bbda-9ab0-ce67-4495-0000594138d6;kg
low population density, long-term;Quintozene;Emission to air;fc661388-f62f-47af-9f98-95fae6546967;kg
unspecified air;Rimsulfuron;Emission to air;11437890-64b0-4d5f-81a4-bd8482a47975;kg
unspecified air;Aldehydes, unspecified;Emission to air;06f0a67c-ec68-435d-8c32-0decd79a4a1a;kg
low population density;hexachloro-1,3-butadiene;Emission to air;9c5923d7-c609-44a5-a505-0759a0ab2753;kg
unspecified air;Acrylate, ion;Emission to air;37c9b6b0-e1c0-4b0e-bc7f-82104daf2268;kg
low population density, long-term;Strontium-89;Emission to air;91bafb36-540f-4ef2-803f-c0f2be2119e1;kBq
low population density;Technetium-99;Emission to air;7ec1239e-bb13-4c0c-8a88-3badcdb1ff6d;kBq
